,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Ratings Calculations,,,,,,,Ratings - Price,,,,,,,,,Ratings - Market,,,,,Ratings - Team,,,,,,,,,,,,,,,,Ratings - Business Model,,,,,,,,,Ratings - Performance,,,,,,,,Ratings - Diffrentiation ,,,,,,,,,Overall Ratings (Avg),,,Overall Ratings (Scaled Sum)
Dan,1791992,Metaiye Knights,10/25/2019 10:40 AM,StartEngine,https://www.startengine.com/metaiyeknights,https://www.sec.gov/Archives/edgar/data/1791992/000166516020000151/xslC_X01/primary_doc.xml,2/21/2020,"Metai Knights Media, Inc.",Metaiye Knights,Entertainment,MediaTech,Early,Pre-Seed,RegCF,,Equity - Preferred,,,"$8,000,000",,,Recurring,B2B/B2C,High Growth,Yes,Low,Low,No,"$1,095,000,000",$1B-$5B,"$1,095,000,000",$1B-$5B,5.0%,0%-10%,109,High,Low,Similar to others,,,No,No,Yes,Yes,$0,$272,$0,100.00%,Pre-Revenue,,Yes,3,1,Yes,No,Yes,No,3,2,3,0,,2,6,0,48,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,6.00,0.00,48.00,35 - 54,100.00%,,4.7,,,,4.7,Equity - Preferred,7.9%,Early,,2.7,1.4,2.1,No,,1.2,3.7,1.0,2.0,35 - 54,67%,1,48%,2,14%,Yes,27%,No,Yes,No,,Recurring,37%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.0,1.0,1.0,2.0,Pre-Revenue,22%,,3.0,No,76%,,0%,,0%,,,2.7,,13.7,3.5
Dan,1792013,BatteryXchange,10/28/2019 11:50 AM,Localstake,https://localstake.com/businesses/batteryxchange/preview,https://www.sec.gov/Archives/edgar/data/1792013/000179201319000001/xslC_X01/primary_doc.xml,10/28/2019,"BatteryXchange, Inc.",BatteryXchange,Consumer Elecronics,HardwareTech,Early,Pre-Seed,RegCF,,Convertible Note,,,,"$4,000,000",20%,Recurring,B2B/B2C,Life Style,Yes,Low,Low,No,"$16,160,000,000",$10B-$25B,"$16,160,000,000",$10B-$25B,19.0%,10%-20%,10,Low,Low,Similar to others,,,No,No,No,No,$0,$0,$0,100.00%,Pre-Product,,No,0,2,No,No,Yes,No,2,2,4,0,,0,0,0,30,No,,0,0,0,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,30.00,20 - 34,100.00%,,4.9,3.1,,,4.0,Convertible Note,12.7%,Early,,3.3,1.7,2.5,No,,1.0,1.0,1.0,1.0,20 - 34,22%,2,41%,2,14%,No,73%,No,Yes,No,,Recurring,37%,B2B/B2C,35%,Low,44%,Low,32%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,1.0,No,76%,,0%,,0%,,,1.9,,9.5,1.9
Dan,1791721,Life Imaging,10/29/2019 10:35 AM,StartEngine,https://www.startengine.com/life-scan,https://www.sec.gov/Archives/edgar/data/1791721/000166516020000052/xslC_X01/primary_doc.xml,1/27/2020,"Life Imaging Fla, Inc.",Life Imaging,Alternative Medicine,MedTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$3,000,000",,,Transactional,B2C,Life Style,Yes,Low,High,No,"$575,000,000,000",$500B-$1T,"$575,000,000,000",$500B-$1T,7.0%,0%-10%,1,Low,Low,Similar to others,,,No,No,No,No,$0,$479,$0,100.00%,Pre-Product,,No,0,1,No,No,No,No,0,1,0,0,,0,2,1,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,2.00,1.00,42.00,35 - 54,100.00%,,4.9,,,,4.9,Equity - Common,28.6%,Early,,4.7,1.4,3.1,No,,1.0,1.9,2.0,1.6,35 - 54,67%,1,48%,1,8%,No,73%,No,No,No,,Transactional,63%,B2C,40%,Low,44%,High,68%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,1.0,No,76%,,0%,,0%,,,2.3,,11.6,2.7
Dan,1716903,Atmos Home,10/30/2019 9:47 AM,StartEngine,https://www.startengine.com/atmos-home,https://www.sec.gov/Archives/edgar/data/1716903/000166516020000055/xslC_X01/primary_doc.xml,1/28/2020,Atmos Home Inc.,Atmos Home,Consumer Elecronics,HardwareTech,Early,Seed,RegCF,,Convertible Note,,,,"$12,000,000",20%,Transactional,B2C,High Growth,Yes,Low,Low,No,"$96,120,000,000",$50B-$100B,"$96,120,000,000",$50B-$100B,12.0%,10%-20%,10,Low,Low,Similar to others,,,No,No,Yes,Yes,$0,"$76,711","$1,200,000",6.39%,Pre-Revenue,,Yes,1,2,No,No,No,No,2,6,0,0,,0,2,1,45,No,,0,0,0,29,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,2.00,1.00,37.00,35 - 54,6.39%,,4.6,3.1,,,3.9,Convertible Note,12.7%,Early,,3.9,1.7,2.8,No,,1.0,1.9,2.0,1.6,35 - 54,67%,2,41%,6,8%,No,73%,No,No,No,,Transactional,63%,B2C,40%,Low,44%,Low,32%,,5.0,1.0,4.7,1.2,3.0,Pre-Revenue,22%,,1.0,No,76%,,0%,,0%,,,2.5,,12.3,3.0
Dan,1716903,Called Higher Studios,10/30/2019 9:51 AM,StartEngine,https://www.startengine.com/called-higher-studios,https://www.sec.gov/Archives/edgar/data/1786874/000166516020000063/xslC_X01/primary_doc.xml,1/29/2020,"Called Higher Studios, Inc.",Called Higher Studios,Entertainment,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$1,730,000",,,Transactional,B2C,Life Style,Yes,Low,High,No,"$101,000,000,000",$100B-$250B,"$11,400,000,000",$10B-$25B,2.0%,0%-10%,24,Low,Low,Similar to others,,,No,No,No,No,$0,$0,$0,100.00%,Pre-Product,,No,0,2,Yes,No,Yes,No,5,3,1,0,,0,1,0,42,No,,12,0,0,48,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,1.00,0.00,45.00,35 - 54,100.00%,,4.9,,,,4.9,Equity - Common,28.6%,Early,,3.3,1.4,2.4,No,,1.6,1.4,1.0,1.3,35 - 54,67%,2,41%,3,10%,Yes,27%,No,Yes,No,,Transactional,63%,B2C,40%,Low,44%,High,68%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,1.0,No,76%,,0%,,0%,,,2.1,,10.6,2.3
Dan,1689361,Currency Tracking Technologies,10/31/2019 11:58 AM,StartEngine,https://www.startengine.com/currency-tracking-technologies-llc,https://www.sec.gov/Archives/edgar/data/1689361/000166516020000204/xslC_X01/primary_doc.xml,3/6/2020,"Currency Tracking Technologies, LLC",Currency Tracking Technologies,Security & Investigations,RegTech,Early,Seed,RegCF,,Equity - Common,,,"$8,930,000",,,Recurring,B2B,High Growth,Yes,High,Low,No,"$1,106,000,000",$1B-$5B,"$1,106,000,000",$1B-$5B,14.0%,10%-20%,0,High,High,Similar to others,,,Yes,Yes,No,No,$0,$561,"$360,200",0.16%,Pre-Product,,Yes,0,2,No,Yes,No,No,1,6,6,0,,0,0,0,70,No,,0,0,0,52,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,61.00,55+,0.16%,,4.7,,,,4.7,Equity - Common,28.6%,Early,,2.7,1.7,2.2,Yes,,1.0,1.0,1.0,1.0,55+,11%,2,41%,6,8%,No,73%,Yes,No,No,,Recurring,37%,B2B,22%,High,56%,Low,32%,,1.0,1.0,5.0,1.1,2.0,Pre-Product,24%,,5.0,Yes,24%,,0%,,0%,,,3.0,,14.9,4.0
Dan,1744851,Rhino Hide,10/31/2019 12:02 PM,StartEngine,https://www.startengine.com/rhino-hide-inc,https://www.sec.gov/Archives/edgar/data/1744851/000166516020000047/xslC_X01/primary_doc.xml,1/24/2020,Rhino Hide LLC,Rhine Hide,Building Materials,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$6,051,033",,,Transactional,B2B,Life Style,Yes,Low,Low,No,"$45,850,000,000",$25B-$50B,"$45,850,000,000",$25B-$50B,12.0%,10%-20%,7,High,Low,Obviously better than others,,,No,Yes,No,No,$0,"$12,321","$526,402",2.34%,Pre-Revenue,,Yes,0,1,Yes,No,No,No,1,3,2,0,,17,3,0,46,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00,3.00,0.00,46.00,35 - 54,2.34%,,4.8,,,,4.8,Equity - Common,28.6%,Early,,3.6,1.7,2.7,No,,2.6,2.3,1.0,2.0,35 - 54,67%,1,48%,3,10%,Yes,27%,No,No,No,,Transactional,63%,B2B,22%,Low,44%,Low,32%,,1.0,1.0,4.9,1.1,2.0,Pre-Revenue,22%,,3.0,Yes,24%,,0%,,0%,,,2.9,,14.4,3.8
Dan,1720886,Megalopolis,10/31/2019 12:06 PM,StartEngine,https://www.startengine.com/megalopolis-city-of-collectibles,https://www.sec.gov/Archives/edgar/data/1720886/000166516020000082/xslC_X01/primary_doc.xml,1/31/2020,"Toy Overlord, Inc.",Megalopolos,Arts & Crafts,MarketplaceTech,Growth,Series A,RegCF,,Equity - Common,,,"$4,961,250",,,Transactional,B2B/B2C,High Growth,Yes,High,Low,No,"$90,400,000,000",$50B-$100B,"$9,040,000,000",$5B-$10B,5.0%,0%-10%,8,Low,Low,Similar to others,,,No,No,Yes,Yes,"$749,509","$141,520","$2,006,203",7.05%,Pre-Profit,,Yes,4,1,Yes,No,No,No,2,12,0,0,,1,0,0,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,0.00,0.00,27.00,20 - 34,7.05%,,4.8,,,,4.8,Equity - Common,28.6%,Growth,,3.0,1.4,2.2,No,,1.1,1.0,1.0,1.0,20 - 34,22%,1,48%,12,2%,Yes,27%,No,No,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.2,4.7,1.4,3.1,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.4,,12.1,2.9
Dan,1791625,Elevate Nutrition,10/31/2019 12:19 PM,StartEngine,https://www.startengine.com/elevate-nutrition,https://www.sec.gov/Archives/edgar/data/1791625/000166516020000054/xslC_X01/primary_doc.xml,1/28/2020,Elevate Nutrition Inc.,Elevate Nutrition,"Health, Welness & Fitness",Non-Tech,Growth,Seed,RegCF,,Equity - Common,,,"$5,000,000",,,Transactional,B2C,Life Style,Yes,Low,Low,No,"$18,300,000,000",$10B-$25B,"$18,300,000,000",$10B-$25B,13.0%,10%-20%,7,Low,Low,Similar to others,,,No,No,Yes,Yes,"$98,314",$341,$0,100.00%,Profitable,,No,0,2,Yes,Yes,No,No,1,2,0,0,,3,1,0,35,No,,3,1,0,38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,2.00,0.00,36.50,35 - 54,100.00%,,4.8,,,,4.8,Equity - Common,28.6%,Growth,,3.3,1.7,2.5,No,,1.3,1.9,1.0,1.4,35 - 54,67%,2,41%,2,14%,Yes,27%,Yes,No,No,,Transactional,63%,B2C,40%,Low,44%,Low,32%,,5.0,1.0,1.0,1.0,2.0,Profitable,5%,,1.0,No,76%,,0%,,0%,,,2.3,,11.7,2.8
Dan,1792706,Smart Soda,11/01/2019 11:46 AM,StartEngine,https://www.startengine.com/smart-soda,https://www.sec.gov/Archives/edgar/data/1792706/000166516020000143/xslC_X01/primary_doc.xml,2/20/2020,"SmartSoda Holdings, Inc.",Smart Soda,Food & Beverages,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$10,715,000",,,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,"$739,267,000,000",$500B-$1T,"$248,552,000,000",$100B-$250B,4.0%,0%-10%,101,Low,Low,Similar to others,,,No,No,Yes,Yes,"$276,616","$1,844","$114,028",1.62%,Profitable,,Yes,1,2,Yes,Yes,No,No,2,5,0,0,,1,0,0,39,No,,8,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50,0.00,0.00,39.00,35 - 54,1.62%,,4.6,,,,4.6,Equity - Common,28.6%,Growth,,4.1,1.4,2.8,No,,1.4,1.0,1.0,1.1,35 - 54,67%,2,41%,5,13%,Yes,27%,Yes,No,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.1,4.9,1.0,3.0,Profitable,5%,,1.0,No,76%,,0%,,0%,,,2.5,,12.5,3.1
Dan,1790042,The Lieu,11/04/2019 10:49 AM,Republic,https://republic.co/the-lieu,https://www.sec.gov/Archives/edgar/data/1790042/000179004220000002/xslC_X01/primary_doc.xml,2/25/2020,Lieu Ltd.,The Lieu,"Health, Welness & Fitness",Non-Tech,Early,Pre-Seed,RegCF,,SAFE,,,,"$5,000,000",10%,Recurring,B2B,Life Style,Yes,Low,Low,Yes,"$57,200,000,000",$50B-$100B,"$11,390,000,000",$10B-$25B,8.0%,0%-10%,0,High,High,Obviously better than others,,,Yes,No,Yes,Yes,"$1,893",$0,$0,100.00%,Pre-Profit,,Yes,3,2,No,Yes,Yes,No,2,2,0,0,,0,1,0,31,No,,0,0,0,27,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.00,0.00,29.00,20 - 34,100.00%,,4.8,2.1,,,3.4,SAFE,36.5%,Early,,3.3,1.4,2.4,Yes,,1.0,1.4,1.0,1.1,20 - 34,22%,2,41%,2,14%,No,73%,Yes,Yes,No,,Recurring,37%,B2B,22%,Low,44%,Low,32%,,5.0,1.0,1.0,1.0,2.0,Pre-Profit,49%,,5.0,No,76%,,0%,,0%,,,2.8,,13.9,3.6
Dan,1790042,Ember Fund,11/04/2019 10:54 AM,Republic,https://republic.co/ember-fund,https://www.sec.gov/Archives/edgar/data/1783580/000178358020000002/xslC_X01/primary_doc.xml,1/21/2020,Ember Fund LLC,Ember Fund,Investmend Management,FinTech,Early,Seed,RegCF,,SAFE,,,,"$5,000,000",15%,Transactional,B2C,High Growth,Yes,High,Low,No,"$697,000,000",$500M-$1B,"$697,000,000",$500M-$1B,5.0%,0%-10%,3,Low,Low,Similar to others,,,No,No,Yes,Yes,"$1,710","$2,044","$24,902",8.21%,Pre-Profit,,Yes,2,3,No,No,Yes,No,6,4,1,0,,0,1,1,33,Yes,,0,0,0,29,No,,0,0,0,31,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.00,1.00,31.00,20 - 34,8.21%,,4.8,2.6,,,3.7,SAFE,36.5%,Early,,2.4,1.4,1.9,No,,1.0,1.4,2.0,1.5,20 - 34,22%,3,6%,4,13%,No,73%,No,Yes,No,,Transactional,63%,B2C,40%,High,56%,Low,32%,,5.0,1.0,4.7,1.0,2.9,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.2,,11.0,2.5
Dan,1789369,Provenance,11/05/2019 10:33 AM,Republic,https://republic.co/provenance,https://www.sec.gov/Archives/edgar/data/1789369/000178936920000001/xslC_X01/primary_doc.xml,2/11/2020,Clee Wellness LLC,Provenance,Individual & Family Services,Non-Tech,Growth,Series A,RegCF,,SAFE,,,,"$5,000,000",20%,Recurring,B2C,Life Style,Yes,Low,Low,No,"$240,722,000,000",$100B-$250B,"$67,920,000,000",$50B-$100B,2.0%,0%-10%,21,Low,Low,Obviously better than others,,,Yes,No,Yes,Yes,"$1,430,801","$6,336",$0,100.00%,Profitable,,Yes,0,1,Yes,Yes,Yes,No,2,8,0,0,,7,0,0,49,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,0.00,0.00,49.00,35 - 54,100.00%,,4.8,3.1,,,4.0,SAFE,36.5%,Growth,,3.9,1.4,2.7,Yes,,1.7,1.0,1.0,1.2,35 - 54,67%,1,48%,8,3%,Yes,27%,Yes,Yes,No,,Recurring,37%,B2C,40%,Low,44%,Low,32%,,5.0,1.3,1.0,1.0,2.1,Profitable,5%,,1.0,No,76%,,0%,,0%,,,2.2,,10.9,2.4
Dan,1706429,Wandering Barman,11/05/2019 10:39 AM,Republic,https://republic.co/wandering-barman,https://www.sec.gov/Archives/edgar/data/1706429/000170642920000001/xslC_X01/primary_doc.xml,2/28/2020,Wandering Barman LLC,Wandering Barman,Wine & Spirits,Non-Tech,Early,Seed,RegCF,,SAFE,,,,"$5,000,000",20%,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$114,200,000,000",$100B-$250B,"$5,100,000,000",$5B-$10B,3.0%,0%-10%,10,Low,Low,Similar to others,,,No,No,Yes,Yes,"$75,515",$323,"$104,707",0.31%,Profitable,,Yes,1,3,Yes,Yes,Yes,No,4,4,0,0,,0,0,0,30,No,,10,3,0,43,No,,9,2,0,43,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,5.00,0.00,38.67,35 - 54,0.31%,,4.8,3.1,,,4.0,SAFE,36.5%,Early,,3.0,1.4,2.2,No,,1.6,3.2,1.0,1.9,35 - 54,67%,3,6%,4,13%,Yes,27%,Yes,Yes,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.0,5.0,1.0,3.0,Profitable,5%,,1.0,No,76%,,0%,,0%,,,2.4,,12.1,2.9
Dan,1792908,Apotheka Systems,11/07/2019 11:09 AM,Fundopolis,https://fundopolis.com/raisedetails?id=9cb5cc21-8150-4f49-b910-ddd18591159e,https://www.sec.gov/Archives/edgar/data/1792908/000164460019000029/xslC_X01/primary_doc.xml,11/19/2019,Apotheka Systems Inc.,,Hospital & Health Care,MedTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$10,000,000",,,Recurring,B2B,High Growth,Yes,High,Low,No,"$14,664,000,000",$10B-$25B,"$14,664,000,000",$10B-$25B,6.0%,0%-10%,30,Low,Low,Similar to others,,,No,Yes,Yes,No,$0,$0,$0,100.00%,Pre-Revenue,,No,0,1,Yes,No,Yes,No,3,14,0,0,,10,2,0,38,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,2.00,0.00,38.00,35 - 54,100.00%,,4.7,,,,4.7,Equity - Common,28.6%,Early,,3.3,1.4,2.4,No,,2.0,1.9,1.0,1.6,35 - 54,67%,1,48%,14,3%,Yes,27%,No,Yes,No,,Recurring,37%,B2B,22%,High,56%,Low,32%,,3.0,1.0,1.0,1.0,1.5,Pre-Revenue,22%,,1.0,Yes,24%,,0%,,0%,,,2.2,,11.1,2.5
Dan,1730695,Ternio BlockCard,11/08/2019 9:57 AM,Republic,https://republic.co/ternio,https://www.sec.gov/Archives/edgar/data/1730695/000173069519000005/xslC_X01/primary_doc.xml,11/19/2019,"Ternio, LLC",Ternio BlockCard,Financial Services,FinTech,Growth,Seed,RegCF,,SAFE,,,,"$15,000,000",20%,Recurring,B2C,High Growth,Yes,High,Low,No,"$66,000,000,000",$50B-$100B,"$66,000,000,000",$50B-$100B,11.0%,10%-20%,5,Low,Low,Similar to others,,,No,Yes,Yes,Yes,"$1,201,406","$4,539",$0,100.00%,Profitable,,Yes,1,2,Yes,No,No,No,1,17,0,0,,2,1,0,37,No,,2,0,0,33,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.00,0.00,35.00,35 - 54,100.00%,,4.5,3.1,,,3.8,SAFE,36.5%,Growth,,3.9,1.7,2.8,No,,1.2,1.4,1.0,1.2,35 - 54,67%,2,41%,17,0%,Yes,27%,No,No,No,,Recurring,37%,B2C,40%,High,56%,Low,32%,,5.0,1.3,1.0,1.0,2.1,Profitable,5%,,1.0,Yes,24%,,0%,,0%,,,2.2,,10.9,2.4
Dan,1764730,Sweetberry,11/11/2019 10:01 AM,Republic,https://republic.co/sweetberry,https://www.sec.gov/Archives/edgar/data/1764730/000173069519000004/xslC_X01/primary_doc.xml,11/8/2019,Sweetberry Holdings LLC,Sweetberry,Restaurants,Non-Tech,Growth,Seed,RegCF,,SAFE,,,,"$9,000,000",20%,Transactional,B2C,Life Style,Yes,Low,Low,No,"$59,400,000,000",$50B-$100B,"$59,400,000,000",$50B-$100B,8.0%,0%-10%,10,Low,Low,Similar to others,,,No,No,Yes,Yes,"$2,089,477","$44,417","$1,045,000",4.25%,Pre-Profit,,No,0,1,Yes,No,Yes,No,2,5,0,0,,2,1,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,1.00,0.00,35.00,35 - 54,4.25%,,4.7,3.1,,,3.9,SAFE,36.5%,Growth,,3.9,1.4,2.7,No,,1.2,1.4,1.0,1.2,35 - 54,67%,1,48%,5,13%,Yes,27%,No,Yes,No,,Transactional,63%,B2C,40%,Low,44%,Low,32%,,5.0,1.5,4.8,1.2,3.1,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.4,,11.9,2.8
Dan,1788672,Léon & George,11/11/2019 2:07 PM,WeFunder,https://wefunder.com/leonandgeorge,https://www.sec.gov/Archives/edgar/data/1788672/000167025419000635/xslC_X01/primary_doc.xml,10/29/2019,"Leon & George, Inc.",Leon & George,Internet,Non-Tech,Growth,Series A,RegCF,,SAFE,,,,"$9,000,000",0%,Transactional,B2B/B2C,Life Style,Yes,Low,Low,Yes,"$50,600,000,000",$50B-$100B,"$50,600,000,000",$50B-$100B,2.0%,0%-10%,4,Low,Low,Similar to others,,,Yes,No,Yes,Yes,"$1,349,052","$14,780","$570,230",2.59%,Pre-Profit,,No,0,2,Yes,No,No,No,5,5,0,0,,3,0,0,30,No,,3,1,0,34,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,1.00,0.00,32.00,20 - 34,2.59%,,4.7,1.0,,,2.9,SAFE,36.5%,Growth,,3.9,1.4,2.7,Yes,,1.3,1.4,1.0,1.2,20 - 34,22%,2,41%,5,13%,Yes,27%,No,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.3,4.9,1.1,3.1,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.2,,10.8,2.4
Dan,1793349,Growing Talent,11/12/2019 4:15 PM,Republic,https://republic.co/growing-talent,https://www.sec.gov/Archives/edgar/data/1793349/000179334920000001/xslC_X01/primary_doc.xml,2/5/2020,Growing Talent LLC,Growing Talent,Cannabis and CBD,EnterpriseTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$3,750,000",20%,Recurring,B2B,Life Style,Yes,High,Low,No,"$200,000,000,000",$100B-$250B,"$14,815,000,000",$10B-$25B,15.0%,10%-20%,0,High,High,Obviously better than others,,,No,No,No,No,$0,$0,$0,100.00%,Pre-Product,,Yes,1,1,Yes,No,Yes,No,1,6,0,0,,4,2,0,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,2.00,0.00,27.00,20 - 34,100.00%,,4.9,3.1,,,4.0,SAFE,36.5%,Early,,3.3,1.7,2.5,No,,1.4,1.9,1.0,1.4,20 - 34,22%,1,48%,6,8%,Yes,27%,No,Yes,No,,Recurring,37%,B2B,22%,High,56%,Low,32%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,5.0,No,76%,,0%,,0%,,,2.8,,13.9,3.6
Dan,1789840,Pressure Games,11/12/2019 4:30 PM,WeFunder,https://wefunder.com/pressure.games,https://www.sec.gov/Archives/edgar/data/1789840/000167025419000610/xslC_X01/primary_doc.xml,10/24/2019,"Pressure Games, Inc.",Pressure Games,Consumer Elecronics,EdTech,Early,Seed,RegCF,,Convertible Note,,,,"$3,500,000",20%,,B2B/B2C,Life Style,Yes,Low,Low,No,"$5,700,000,000",$5B-$10B,"$5,700,000,000",$5B-$10B,19.0%,10%-20%,25,Low,Low,Similar to others,,,No,Yes,Yes,Yes,$300,"$5,784","$93,618",6.18%,Pre-Profit,,Yes,4,1,No,No,No,No,2,3,1,0,,0,1,0,41,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.00,0.00,41.00,35 - 54,6.18%,,4.9,3.1,,,4.0,Convertible Note,12.7%,Early,,3.0,1.7,2.4,No,,1.0,1.4,1.0,1.1,35 - 54,67%,1,48%,3,10%,No,73%,No,No,No,,,0%,B2B/B2C,35%,Low,44%,Low,32%,,5.0,1.0,4.8,1.0,2.9,Pre-Profit,49%,,1.0,Yes,24%,,0%,,0%,,,2.3,,11.4,2.6
Dan,1776303,AppApp,11/14/2019 9:51 AM,WeFunder,https://wefunder.com/appappinc,https://www.sec.gov/Archives/edgar/data/1776303/000167025419000633/xslC_X01/primary_doc.xml,10/29/2019,"App App, Inc.",AppApp,Restaurants,FoodTech,Early,Seed,RegCF,,SAFE,,,,"$6,750,000",0%,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,"$3,015,000,000,000",> $1T,"$3,015,000,000,000",> $1T,4.0%,0%-10%,3,High,High,Obviously better than others,,,No,No,Yes,Yes,"$2,332","$24,799","$286,233",8.66%,Pre-Profit,,Yes,90,2,Yes,No,No,No,3,4,0,0,,1,0,0,32,No,,3,2,2,33,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,32.50,20 - 34,8.66%,,4.8,1.0,,,2.9,SAFE,36.5%,Early,,5.0,1.4,3.2,No,,1.2,1.9,3.0,2.0,20 - 34,22%,2,41%,4,13%,Yes,27%,No,No,No,,Recurring,37%,B2B/B2C,35%,High,56%,Low,32%,,5.0,1.0,4.7,1.1,2.9,Pre-Profit,49%,,5.0,No,76%,,0%,,0%,,,3.2,,16.0,4.4
Dan,1654300,ChoiceTrade,11/15/2019 9:25 AM,WunderFund,https://wunderfund.co/projects/choicetrade/,https://www.sec.gov/Archives/edgar/data/1654300/000165430020000002/xslC_X01/primary_doc.xml,02/25/2020,"ChoiceTrade Holdings, Inc.",ChoiceTrade,Financial Services,FinTech,Growth,Series A,RegCF,,Equity - Common,,,"$31,535,500",,,Transactional,B2C,High Growth,Yes,High,Low,No,"$13,060,000,000",$10B-$25B,"$13,060,000,000",$10B-$25B,5.0%,0%-10%,15,Low,Low,Similar to others,,,No,No,Yes,Yes,"$927,143","$7,645","$1,476,214",0.52%,Pre-Profit,,No,0,2,Yes,No,No,No,0,8,0,0,,20,0,0,42,No,,20,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,0.00,0.00,42.00,35 - 54,0.52%,,4.0,,,,4.0,Equity - Common,28.6%,Growth,,3.3,1.4,2.4,No,,2.9,1.0,1.0,1.6,35 - 54,67%,2,41%,8,3%,Yes,27%,No,No,No,,Transactional,63%,B2C,40%,High,56%,Low,32%,,5.0,1.2,5.0,1.3,3.1,Pre-Profit,49%,,1.0,No,76%,,0%,,0%,,,2.4,,12.0,2.9
