writer,cik,company,date_created,platform,platform_url,sec_filing_url,sec_filing_date,legal_name,dba,industry,tech_sector,stage,series,crowdfunding_type_1,crowdfunding_type_2,security_type,rev_share_return_multiple,debt_interest_rate,pre_money_valuation,valuation_cap,discount_rate,valuation_cap_after_discount,valuations_combined,valuations_brackets,revenue_model,distrubution_model,business_type,has_scalable_business_model,margin_level,capital_intensity_level,accelerator_program,market_size_total,market_size_total_buckets,market_size_addressable,market_size_addressable_buckets,market_growth_rate,market_growth_rate_buckets,direct_competitors,differentiation_level_quality,differentiation_level_price,how_is_it_10x_better,barriers_to_entry,threat_of_substitute_products,has_social_impact,has_patents,has_users,has_paying_customers,total_revenue,total_revenue_brackets,monthly_burn,prior_rounds_total_amount_raised,prior_rounds_total_amount_raised_buckets,monthly_burn_rate,monthly_burn_rate_of_capital_buckets,development_phase,bio_development_phase,has_partnerships,relevant_partners,founders,has_shared_experience,has_female_founders,has_minority_founders,has_famous_founders,unique_universities,employees,relevent_advisors,notable_investors,spacer founder 1,founder_1_relevant_industry_experience,founder_1_previous_startups,founder_1_exits,founder_1_age,founder_1_graduated_from_top_100,spacer founder 2,founder_2_relevant_industry_experience,founder_2_previous_startups,founder_2_exits,founder_2_age,founder_2_graduated_from_top_100,spacer founder 3,founder_3_relevant_industry_experience,founder_3_previous_startups,founder_3_exits,founder_3_age,founder_3_graduated_from_top_100,spacer founder 4,founder_4_relevant_industry_experience,founder_4_previous_startups,founder_4_exits,founder_4_age,founder_4_graduated_from_top_100,spacer founder 5,founder_5_relevant_industry_experience,founder_5_previous_startups,founder_5_exits,founder_5_age,founder_5_graduated_from_top_100,spacer founder 6,founder_6_relevant_industry_experience,founder_6_previous_startups,founder_6_exits,founder_6_age,founder_6_graduated_from_top_100,spacer founder 7,founder_7_relevant_industry_experience,founder_7_previous_startups,founder_7_exits,founder_7_age,founder_7_graduated_from_top_100,spacer founder 8,founder_8_relevant_industry_experience,founder_8_previous_startups,founder_8_exits,founder_8_age,founder_8_graduated_from_top_100,spacer founder 9,founder_9_relevant_industry_experience,founder_9_previous_startups,founder_9_exits,founder_9_age,founder_9_graduated_from_top_100,,,,
Dan,1764730,Sweetberry,11/11/2019 10:01,Republic,https://republic.co/sweetberry,https://www.sec.gov/Archives/edgar/data/1764730/000173069519000004/xslC_X01/primary_doc.xml,11/8/2019,Sweetberry Holdings LLC,Sweetberry,Restaurants,Non-Tech,Growth,Seed,RegCF,,SAFE,,,,"$9,000,000 ",20%,"$7,200,000 ",7200000,#NAME?,Transactional,B2C,Life Style,Yes,Low,Low,No,"$59,400,000,000 ",#NAME?,"$59,400,000,000 ",#NAME?,8.00%,#NAME?,10,Low,Low,Similar to others,,,No,No,Yes,Yes,2089477,#NAME?,44417,"$1,045,000 ",#NAME?,4.25%,#NAME?,Pre-Profit,,No,0,1,Yes,No,Yes,No,2,5,0,0,,2,1,0,35,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1788672,Léon & George,11/11/2019 14:07,WeFunder,https://wefunder.com/leonandgeorge,https://www.sec.gov/Archives/edgar/data/1788672/000167025419000635/xslC_X01/primary_doc.xml,10/29/2019,"Leon & George, Inc.",Leon & George,Internet,Non-Tech,Growth,Series A,RegCF,,SAFE,,,,"$9,000,000 ",0%,"$9,000,000 ",9000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,Yes,"$50,600,000,000 ",#NAME?,"$50,600,000,000 ",#NAME?,2.00%,#NAME?,4,Low,Low,Similar to others,,,Yes,No,Yes,Yes,1349052,#NAME?,14780,"$570,230 ",#NAME?,2.59%,#NAME?,Pre-Profit,,No,0,2,Yes,No,No,No,5,5,0,0,,3,0,0,30,No,,3,1,0,34,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1793349,Growing Talent,11/12/2019 16:15,Republic,https://republic.co/growing-talent,https://www.sec.gov/Archives/edgar/data/1793349/000179334920000001/xslC_X01/primary_doc.xml,2/5/2020,Growing Talent LLC,Growing Talent,Cannabis and CBD,EnterpriseTech,Early,Pre-Seed,RegCF,,SAFE,,,,"$3,750,000 ",20%,"$3,000,000 ",3000000,#NAME?,Recurring,B2B,Life Style,Yes,High,Low,No,"$200,000,000,000 ",#NAME?,"$14,815,000,000 ",#NAME?,15.00%,#NAME?,0,High,High,Obviously better than others,,,No,No,No,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Product,,Yes,1,1,Yes,No,Yes,No,1,6,0,0,,4,2,0,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1789840,Pressure Games,11/12/2019 16:30,WeFunder,https://wefunder.com/pressure.games,https://www.sec.gov/Archives/edgar/data/1789840/000167025419000610/xslC_X01/primary_doc.xml,10/24/2019,"Pressure Games, Inc.",Pressure Games,Consumer Elecronics,EdTech,Early,Seed,RegCF,,Convertible Note,,,,"$3,500,000 ",20%,"$2,800,000 ",2800000,#NAME?,,B2B/B2C,Life Style,Yes,Low,Low,No,"$5,700,000,000 ",#NAME?,"$5,700,000,000 ",#NAME?,19.00%,#NAME?,25,Low,Low,Similar to others,,,No,Yes,Yes,Yes,300,#NAME?,5784,"$93,618 ",#NAME?,6.18%,#NAME?,Pre-Profit,,Yes,4,1,No,No,No,No,2,3,1,0,,0,1,0,41,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1776303,AppApp,11/14/2019 9:51,WeFunder,https://wefunder.com/appappinc,https://www.sec.gov/Archives/edgar/data/1776303/000167025419000633/xslC_X01/primary_doc.xml,10/29/2019,"App App, Inc.",AppApp,Restaurants,FoodTech,Early,Seed,RegCF,,SAFE,,,,"$6,750,000 ",0%,"$6,750,000 ",6750000,#NAME?,Recurring,B2B/B2C,High Growth,Yes,High,Low,No,"$3,015,000,000,000 ",#NAME?,"$3,015,000,000,000 ",#NAME?,4.00%,#NAME?,3,High,High,Obviously better than others,,,No,No,Yes,Yes,2332,#NAME?,24799,"$286,233 ",#NAME?,8.66%,#NAME?,Pre-Profit,,Yes,90,2,Yes,No,No,No,3,4,0,0,,1,0,0,32,No,,3,2,2,33,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1654300,ChoiceTrade,11/15/2019 9:25,WunderFund,https://wunderfund.co/projects/choicetrade/,https://www.sec.gov/Archives/edgar/data/1654300/000165430020000002/xslC_X01/primary_doc.xml,2/25/2020,"ChoiceTrade Holdings, Inc.",ChoiceTrade,Financial Services,FinTech,Growth,Series A,RegCF,,Equity - Common,,,"$31,535,500 ",,,,31535500,#NAME?,Transactional,B2C,High Growth,Yes,High,Low,No,"$13,060,000,000 ",#NAME?,"$13,060,000,000 ",#NAME?,5.00%,#NAME?,15,Low,Low,Similar to others,,,No,No,Yes,Yes,927143,#NAME?,7645,"$1,476,214 ",#NAME?,0.52%,#NAME?,Pre-Profit,,No,0,2,Yes,No,No,No,0,8,0,0,,20,0,0,42,No,,20,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1794263,Journify,11/15/2019 13:29,Razitall,https://www.razitall.com/pitch/journify-wellbeing-coaching-burnout-prevention,https://www.sec.gov/Archives/edgar/data/1794263/000166828719000065/xslC_X01/primary_doc.xml,11/15/2019,"Journify, Inc.",Journify,"Health, Welness & Fitness",HealthTech,Early,Pre-Seed,RegCF,,CAFES,,,,"$3,666,666 ",0%,"$3,666,666 ",3666666,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,"$57,200,000,000 ",#NAME?,"$11,390,000,000 ",#NAME?,8.00%,#NAME?,25,Low,Low,Similar to others,,,Yes,No,Yes,No,0,#NAME?,0,$0 ,#NAME?,100.00%,#NAME?,Pre-Revenue,,Yes,2,2,No,Yes,No,No,6,2,1,0,,0,0,0,34,Yes,,0,0,0,32,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1398488,Stemsation,11/18/2019 10:17,NetCapital,https://netcapital.com/companies/stemsation,https://www.sec.gov/Archives/edgar/data/1398488/000166919120000092/xslC_X01/primary_doc.xml,3/2/2020,"StemSation International, Inc.",StemSation,"Health, Welness & Fitness",Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$9,497,442 ",,,,9497442,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$186,100,000,000 ",#NAME?,"$186,100,000,000 ",#NAME?,9.00%,#NAME?,"6,000",Low,Low,Similar to others,,,No,No,Yes,Yes,0,#NAME?,2465,"$953,579 ",#NAME?,0.26%,#NAME?,Pre-Revenue,,No,0,1,Yes,No,No,No,1,5,1,0,,14,1,0,52,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1787611,Attorney Et Al,11/18/2019 10:28,NetCapital,https://netcapital.com/companies/attorney-et-al,https://www.sec.gov/Archives/edgar/data/1787611/000166919120000047/xslC_X01/primary_doc.xml,2/10/2020,"Attorney Et Al, Inc.",Attorney Et Al,Legal Services,LegalTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$10,000,000 ",,,,10000000,#NAME?,Transactional,B2B,High Growth,Yes,High,Low,No,"$1,224,000,000 ",#NAME?,"$1,224,000,000 ",#NAME?,7.00%,#NAME?,34,Low,Low,Similar to others,,,No,No,Yes,No,0,#NAME?,833,"$10,000 ",#NAME?,8.33%,#NAME?,Pre-Revenue,,No,0,1,Yes,No,No,No,5,5,0,0,,41,0,0,67,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1793384,Bee Mortgage App,11/18/2019 11:19,Fundopolis,https://fundopolis.com/raisedetails?id=aa091a32-310e-4491-9f4f-ca7a340b643a,https://www.sec.gov/Archives/edgar/data/1793384/000164460019000027/xslC_X01/primary_doc.xml,11/19/2019,"Bee Mortgage App, Inc.",,Real Estate,FinTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$5,000,000 ",,,,5000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$9,200,000,000,000 ",#NAME?,"$53,940,000,000 ",#NAME?,17.00%,#NAME?,26,Low,Low,Obviously better than others,,,No,Yes,No,No,0,#NAME?,0,"$87,700 ",#NAME?,100.00%,#NAME?,Pre-Product,,No,0,9,Yes,Yes,Yes,No,12,10,1,0,,3,0,0,42,No,,0,1,0,34,No,,0,0,0,39,No,,0,0,0,40,No,,0,0,0,39,No,,,8,0,0,31,No,,,0,0,0,,No,,,0,0,0,49,No,,,13,0,0,39,No
Dan,1794562,Peeka VR,11/19/2019 11:13,Fundopolis,https://fundopolis.com/raisedetails?id=44bcab46-eae2-4662-acd1-f01b84d958ff,https://www.sec.gov/Archives/edgar/data/1794562/000178043920000007/xslC_X01/primary_doc.xml,2/28/2020,Peeka,,E-learning,EdTech,Early,Seed,RegCF,,Equity - Common,,,"$3,900,000 ",,,,3900000,#NAME?,Transactional,B2C,High Growth,Yes,High,Low,No,"$190,000,000,000 ",#NAME?,"$76,000,000,000 ",#NAME?,7.00%,#NAME?,0,High,High,Obviously better than others,,,No,No,Yes,Yes,17130,#NAME?,1627,"$63,078 ",#NAME?,2.58%,#NAME?,Pre-Profit,,No,0,2,No,No,Yes,No,1,10,0,0,,0,1,0,27,No,,0,0,0,27,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1787976,Blue Top Brand,11/19/2019 11:50,NextSeed,https://www.nextseed.com/offerings/blue-top,https://www.sec.gov/Archives/edgar/data/1787976/000178797619000007/xslC_X01/primary_doc.xml,11/18/2019,"7 of Us, LLC",Blue Top Brand,Food & Beverages,Non-Tech,Growth,Series A,RegCF,RegD 506(C),Equity - Preferred,,,"$9,985,000 ",,,,9985000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$2,290,000,000 ",#NAME?,"$1,500,000,000 ",#NAME?,4.00%,#NAME?,281,Low,Low,Similar to others,,,No,No,Yes,Yes,1057318,#NAME?,53254,$0 ,#NAME?,100.00%,#NAME?,Pre-Profit,,No,0,1,Yes,No,No,No,0,10,1,0,,29,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1791378,LYFETYMES,11/20/2019 10:13,WeFunder,https://wefunder.com/lyfetymes,https://www.sec.gov/Archives/edgar/data/1791378/000167025419000617/xslC_X01/primary_doc.xml,10/25/2019,LT Celebrations LLC,LYFETYMES,Events Services,CommerceTech,Early,Seed,RegCF,,SAFE,,,,"$6,750,000 ",0%,"$6,750,000 ",6750000,#NAME?,Transactional,B2B/B2C,High Growth,Yes,High,Low,No,"$1,338,300,000,000 ",#NAME?,"$1,338,300,000,000 ",#NAME?,10.00%,#NAME?,36,Low,Low,Similar to others,,,No,No,Yes,No,0,#NAME?,2934,"$50,000 ",#NAME?,5.87%,#NAME?,Pre-Revenue,,No,0,1,No,Yes,No,No,0,2,0,0,,0,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1794484,Alpha'a,12/16/2019 10:55,Republic,https://republic.co/alpha-a,https://www.sec.gov/Archives/edgar/data/1794484/000179448420000001/xslC_X01/primary_doc.xml,2/10/2020,"Alpha'a, Inc.",Alpha'a,Furniture,FashionTech,Early,Seed,RegCF,,SAFE,,,,"$8,000,000 ",0%,"$8,000,000 ",8000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,"$55,220,000,000 ",#NAME?,"$13,600,000,000 ",#NAME?,5.00%,#NAME?,14,Low,Low,Similar to others,,,No,No,Yes,Yes,105758,#NAME?,1978,"$600,000 ",#NAME?,0.33%,#NAME?,Pre-Profit,,Yes,4,3,Yes,Yes,Yes,No,5,3,0,0,,7,0,0,30,No,,7,1,0,31,No,,0,1,0,38,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1791125,VegasWinners,12/16/2019 11:03,StartEngine,https://www.startengine.com/vegaswinners,https://www.sec.gov/Archives/edgar/data/1791125/000166516020000246/xslC_X01/primary_doc.xml,3/17/2020,VegasWINNERS Inc.,VegasWinners,Gambling & Casinos,EdTech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$6,375,000 ",,,,6375000,#NAME?,Transactional,B2C,High Growth,Yes,High,Low,No,"$1,310,000,000 ",#NAME?,"$1,310,000,000 ",#NAME?,27.00%,#NAME?,13,Low,Low,Similar to others,,,No,No,Yes,Yes,11877,#NAME?,6842,"$238,214 ",#NAME?,2.87%,#NAME?,Pre-Profit,,No,0,1,Yes,No,No,Yes,1,4,0,0,,42,2,0,58,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1638850,XTI Aircraft,12/17/2019 10:19,StartEngine,https://www.startengine.com/xti-aircraft,https://www.sec.gov/Archives/edgar/data/1638850/000166516020000244/xslC_X01/primary_doc.xml,3/17/2020,XTI Aircraft Co,XTI Aircraft,Aviation and Aerospace,HardwareTech,Early,Series A,RegCF,,Equity - Common,,,"$51,470,577 ",,,,51470577,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,High,No,"$872,000,000,000 ",#NAME?,"$25,000,000,000 ",#NAME?,3.00%,#NAME?,11,Low,Low,Similar to others,,,No,Yes,No,No,0,#NAME?,316563,"$6,595,370 ",#NAME?,4.80%,#NAME?,Pre-Product,,No,0,1,Yes,No,No,No,2,1,0,0,,15,1,0,71,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1639681,BioCurity Pharmaceuticals,12/17/2019 10:22,StartEngine,https://www.startengine.com/biocurity-pharmaceuticals-inc,https://www.sec.gov/Archives/edgar/data/1639681/000166516020000237/xslC_X01/primary_doc.xml,3/13/2020,BioCurity Pharmaceuticals Inc.,BioCurity Pharmaceuticals,Pharmaceuticals,Non-Tech,Early,Series A,RegCF,,Equity - Preferred,,,"$34,019,537 ",,,,34019537,#NAME?,Transactional,B2B,High Growth,Yes,High,High,No,"$363,710,000 ",#NAME?,"$82,040,000 ",#NAME?,4.00%,#NAME?,6,Low,Low,Similar to others,,,No,Yes,No,No,0,#NAME?,171652,"$6,991,019 ",#NAME?,2.46%,#NAME?,Pre-Product,Phase I,No,0,2,Yes,Yes,Yes,No,4,2,0,0,,17,0,0,48,No,,0,1,0,55,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1790092,Sunu,12/18/2019 10:47,Republic,https://republic.co/sunu,https://www.sec.gov/Archives/edgar/data/1790092/000179009219000004/xslC_X01/primary_doc.xml,12/18/2019,"Sunu, Inc.",Sunu,Medical Device,MedTech,Growth,Series A,RegCF,,SAFE,,,,"$12,000,000 ",20%,"$9,600,000 ",9600000,#NAME?,Recurring,B2B/B2C,Life Style,Yes,High,Low,Yes,"$4,410,000,000 ",#NAME?,"$4,410,000,000 ",#NAME?,8.00%,#NAME?,5,High,Low,Obviously better than others,,,Yes,Yes,Yes,Yes,321616,#NAME?,13815,"$870,000 ",#NAME?,1.59%,#NAME?,Pre-Profit,,Yes,47,2,Yes,No,Yes,No,4,12,4,0,,9,0,0,29,No,,6,1,0,44,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1791683,Skunk Brothers Spirits,12/18/2019 10:59,StartEngine,https://www.startengine.com/skunk-brothers,https://www.sec.gov/Archives/edgar/data/1791683/000166516020000141/xslC_X01/primary_doc.xml,2/20/2020,Skunk Brothers Spirits Inc.,Skunk Brothers Spirits,Wine & Spirits,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$4,500,000 ",,,,4500000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$114,200,000,000 ",#NAME?,"$27,600,000,000 ",#NAME?,3.00%,#NAME?,"7,450",Low,Low,Similar to others,,,No,No,Yes,Yes,75633,#NAME?,4850,"$240,655 ",#NAME?,2.02%,#NAME?,Pre-Profit,,No,0,1,Yes,No,No,No,0,7,0,0,,7,0,0,44,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1662905,Airemos,12/18/2019 11:04,StartEngine,https://www.startengine.com/airemos,https://www.sec.gov/Archives/edgar/data/1662905/000166516019001205/xslC_X01/primary_doc.xml,12/17/2019,Airemos Corp,Airemos,Events Services,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$7,500,000 ",,,,7500000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$3,210,000,000 ",#NAME?,"$3,210,000,000 ",#NAME?,3.00%,#NAME?,9,High,Low,Obviously better than others,,,No,Yes,Yes,Yes,300244,#NAME?,2778,"$224,685 ",#NAME?,1.24%,#NAME?,Pre-Profit,,Yes,0,1,Yes,No,No,No,2,1,4,0,,7,0,0,36,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1709628,Cloudastructure,12/18/2019 11:15,WeFunder,https://wefunder.com/cloudastructure,https://www.sec.gov/Archives/edgar/data/1709628/000167025419000638/xslC_X01/primary_doc.xml,10/30/2019,"Cloudastructure, Inc.",Cloudastructure,Computer & Network Security,EnterpriseTech,Early,Series A,RegCF,,SAFE,,,,"$10,000,000 ",20%,"$8,000,000 ",8000000,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,Yes,"$25,570,000,000 ",#NAME?,"$25,570,000,000 ",#NAME?,12.00%,#NAME?,41,Low,Low,Similar to others,,,No,No,Yes,Yes,130000,#NAME?,69750,"$2,396,006 ",#NAME?,2.91%,#NAME?,Pre-Profit,,Yes,2,1,Yes,No,No,No,2,2,0,0,,22,2,1,52,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1786194,SitTight,12/19/2019 11:54,StartEngine,https://www.startengine.com/sittight-inc,https://www.sec.gov/Archives/edgar/data/1786194/000166516019001253/xslC_X01/primary_doc.xml,12/30/2019,"SitTight, Inc.",SitTight,"Health, Welness & Fitness",HealthTech,Growth,Series A,RegCF,,Equity - Common,,,"$14,000,000 ",,,,14000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$1,740,000,000 ",#NAME?,"$1,740,000,000 ",#NAME?,10.00%,#NAME?,15,High,Low,Similar to others,,,Yes,Yes,Yes,Yes,127134,#NAME?,7033,"$288,392 ",#NAME?,2.44%,#NAME?,Pre-Profit,,Yes,0,1,Yes,No,No,No,1,4,4,0,,6,1,1,58,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1790595,PaQuì Tequila,12/19/2019 11:57,StartEngine,https://www.startengine.com/paquitequila,https://www.sec.gov/Archives/edgar/data/1790595/000166516020000242/xslC_X01/primary_doc.xml,3/16/2020,"Tequila Holdings, Inc.",PaQuì Tequila,Wine & Spirits,Non-Tech,Early,Series A,RegCF,,Equity - Common,,,"$8,000,000 ",,,,8000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$114,200,000,000 ",#NAME?,"$27,600,000,000 ",#NAME?,3.00%,#NAME?,"7,450",Low,Low,Similar to others,,,No,No,Yes,Yes,53553,#NAME?,27516,"$1,921,581 ",#NAME?,1.43%,#NAME?,Pre-Profit,,Yes,0,1,Yes,No,No,No,2,1,1,0,,35,0,0,61,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1716174,Commerce.AI,12/20/2019 12:04,StartEngine,https://www.startengine.com/commerceai,https://www.sec.gov/Archives/edgar/data/1716174/000166516020000131/xslC_X01/primary_doc.xml,2/14/2020,"Tall Idea Labs, Inc.",Commerce.AI,Information Technology and Services,EnterpriseTech,Growth,Series A,RegCF,,Equity - Common,,,"$25,982,318 ",,,,25982318,#NAME?,Recurring,B2B,High Growth,Yes,High,Low,Yes,"$24,550,000,000 ",#NAME?,"$24,550,000,000 ",#NAME?,10.00%,#NAME?,53,Low,Low,Similar to others,,,No,Yes,Yes,Yes,356000,#NAME?,21898,"$1,552,290 ",#NAME?,1.41%,#NAME?,Pre-Profit,,Yes,8,4,Yes,Yes,Yes,No,7,7,0,0,,5,3,2,44,Yes,,3,0,0,33,Yes,,2,1,0,41,Yes,,5,0,0,30,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1793635,HARA Flow,12/20/2019 12:08,StartEngine,https://www.startengine.com/hara-flow,https://www.sec.gov/Archives/edgar/data/1793635/000166516020000241/xslC_X01/primary_doc.xml,3/16/2020,HARA Flow Inc.,HARA Flow,Cannabis and CBD,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$12,304,998 ",,,,12304998,#NAME?,Recurring,B2B/B2C,Life Style,Yes,Low,Low,No,"$200,000,000,000 ",#NAME?,"$10,200,000,000 ",#NAME?,19.00%,#NAME?,"2,650",Low,Low,Similar to others,,,No,No,Yes,Yes,179360,#NAME?,1343,"$100,000 ",#NAME?,1.34%,#NAME?,Profitable,,Yes,0,3,No,Yes,No,No,3,4,0,0,,0,0,0,29,No,,0,0,0,29,No,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1792745,TACOTOPIA,12/20/2019 12:11,StartEngine,https://www.startengine.com/tacotopia-inc,https://www.sec.gov/Archives/edgar/data/1792745/000166516019001240/xslC_X01/primary_doc.xml,12/19/2019,"TACOTOPIA, Inc.",TACOTOPIA,Entertainment,Non-Tech,Growth,Seed,RegCF,,Equity - Common,,,"$4,992,000 ",,,,4992000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$1,338,000,000,000 ",#NAME?,"$10,000,000,000 ",#NAME?,5.00%,#NAME?,0,High,Low,Similar to others,,,Yes,No,Yes,Yes,594135,#NAME?,12412,"$329,757 ",#NAME?,3.76%,#NAME?,Pre-Profit,,Yes,0,2,Yes,Yes,No,No,1,4,0,0,,4,0,0,42,No,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1794075,SkillSoniq,12/20/2019 12:21,WeFunder,https://wefunder.com/skillsoniq,https://www.sec.gov/Archives/edgar/data/1794075/000167025419000700/xslC_X01/primary_doc.xml,12/6/2019,SkillSoniq Inc.,SkillSoniq,Management Consulting,EnterpriseTech,Early,Seed,RegCF,,SAFE,,,,"$5,500,000 ",0%,"$5,500,000 ",5500000,#NAME?,Recurring,B2B,Life Style,Yes,High,Low,No,"$809,800,000 ",#NAME?,"$809,800,000 ",#NAME?,12.00%,#NAME?,13,Low,Low,Similar to others,,,No,Yes,Yes,Yes,5882,#NAME?,1673,"$170,166 ",#NAME?,0.98%,#NAME?,Pre-Profit,,Yes,1,1,No,No,Yes,No,3,1,3,0,,0,1,1,42,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1797125,Rumble Motors,12/23/2019 10:12,StartEngine,https://www.startengine.com/rumblemotors,https://www.sec.gov/Archives/edgar/data/1797125/000166516020000254/xslC_X01/primary_doc.xml,3/19/2020,"Rumble Motors, Inc.",Rumble Motors,Automotive,CleanTech,Growth,Seed,RegCF,,Equity - Common,,,"$12,000,000 ",,,,12000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,"$13,110,000,000 ",#NAME?,"$13,110,000,000 ",#NAME?,13.00%,#NAME?,11,Low,Low,Obviously better than others,,,Yes,No,Yes,Yes,353000,#NAME?,15035,$0 ,#NAME?,100.00%,#NAME?,Profitable,,Yes,0,2,Yes,No,No,No,1,13,0,0,,0,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan,1681290,Prime Lightworks,12/23/2019 10:17,StartEngine,https://www.startengine.com/primelightworks,https://www.sec.gov/Archives/edgar/data/1681290/000166516020000240/xslC_X01/primary_doc.xml,3/16/2020,Prime Lightworks Inc.,Prime Lightworks,Defense & Space,HardwareTech,Early,Seed,RegCF,,Equity - Common,,,"$10,200,000 ",,,,10200000,#NAME?,Transactional,B2B,High Growth,Yes,High,High,Yes,"$7,591,000,000 ",#NAME?,"$1,000,000,000 ",#NAME?,15.00%,#NAME?,31,High,Low,Obviously worse than others,,,No,Yes,No,No,0,#NAME?,49232,"$1,800,000 ",#NAME?,2.74%,#NAME?,Pre-Product,,Yes,0,1,Yes,No,No,No,1,3,0,0,,7,0,0,31,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
