week,writer,cik,company,date_created,platform,platform_url,sec_filing_url,sec_filing_date,legal_name,dba,city,industry,tech_sector,stage,series,crowdfunding_type_1,crowdfunding_type_2,security_type,rev_share_return_multiple,debt_interest_rate,pre_money_valuation,valuation_cap,discount_rate,valuation_cap_after_discount,valuations_combined,valuations_brackets,revenue_model,distrubution_model,business_type,has_scalable_business_model,margin_level,capital_intensity_level,accelerator_program,addressable_market,market_size_addressable,market_size_addressable_buckets,market_size_obtainable,market_size_obtainable_buckets,market_growth_rate,market_growth_rate_buckets,direct_competitors_buckets,differentiation_level_quality,differentiation_level_price,how_is_it_10x_better,barriers_to_entry,threat_of_substitute_products,has_social_impact,has_patents,has_users,has_paying_customers,total_revenue,total_revenue_brackets,monthly_burn,prior_rounds_total_amount_raised,prior_rounds_total_amount_raised_buckets,monthly_burn_rate,monthly_burn_rate_of_capital_buckets,development_phase,bio_development_phase,has_partnerships,relevant_partners,founders,has_shared_experience,has_female_founders,has_minority_founders,has_famous_founders,unique_universities,employees,relevent_advisors,notable_investors,spacer founder 1,founder_1_relevant_industry_experience,founder_1_exits,founder_1_age,founder_1_graduated_from_top_100,spacer founder 2,founder_2_relevant_industry_experience,founder_2_exits,founder_2_age,founder_2_graduated_from_top_100,spacer founder 3,founder_3_relevant_industry_experience,founder_3_exits,founder_3_age,founder_3_graduated_from_top_100,spacer founder 4,founder_4_relevant_industry_experience,founder_4_exits,founder_4_age,founder_4_graduated_from_top_100,spacer founder 5,founder_5_relevant_industry_experience,founder_5_exits,founder_5_age,founder_5_graduated_from_top_100,spacer founder 6,founder_6_relevant_industry_experience,founder_6_exits,founder_6_age,founder_6_graduated_from_top_100,spacer founder 7,founder_7_relevant_industry_experience,founder_7_exits,founder_7_age,founder_7_graduated_from_top_100,spacer founder 8,founder_8_relevant_industry_experience,founder_8_exits,founder_8_age,founder_8_graduated_from_top_100,spacer founder 9,founder_9_relevant_industry_experience,founder_9_exits,founder_9_age,founder_9_graduated_from_top_100,,,,,,avg_relevant_industry_experience,avg_relevant_industry_experience_brackets,sum_exits,sum_exits_brackets,avg_age,age_buckets,,Valuation/Cap,Discount Rate,Interest Rate,Return Multiple,Price Rating,Attributes - Security Type,%,Tags - Stage,,Addressable Market Size,Market Growth,Sum,Market Rating,Tags - Social Impact,,Relevant Industry Experience,Exits,Sum,Team Rating,Attributes - Founders Age,%,Attributes - # of Founders,%,Attributes - Employees,%,Attributes - Founders Worked Together,%,Tags - Female Founder,Tags - Minority Founder,Tags - Famous Founder,,Attributes - Revenue Model,%,Attributes - Distribution Model,%,Attributes - Margin,%,Attributes - Capital Intensity,%,,Has Paying Customers,Revenue,Capital Utilization,Capital Raised,Sum,Performance Rating,Attribute - Development Phase,%,,Diffrentiation Level Rating,Direct Competitors,Sum,Diffrentiation Rating,Attribute - has_patents,%,Attribute - barriers_to_entry,%,Attribute - threat_of_substitute_products,%,,,Sum,Overall Ratings (Scaled Sum)
,Dan,1700943,Plei,1/27/2020 4:03 PM,Republic,https://republic.co/plei,https://www.sec.gov/Archives/edgar/data/1700943/000170094320000001/xslC_X01/primary_doc.xml,01/23/2020,"Plei, Inc.",Plei,,"Media, Entertainment, Sports, & Publishing",MarketplaceTech,Early,Seed,RegCF,,SAFE,,,,"$10,000,000",20%,"$8,000,000",8000000,#NAME?,Recurring,B2B,Life Style,Yes,High,Low,No,,27800000000,#NAME?,2500000000,#NAME?,0.01,#NAME?,< 5,High,Low,Obviously better than others,,,No,No,Yes,Yes,"$18,031",#NAME?,14399,165974,#NAME?,0.086754552,#NAME?,Pre-Profit,,Yes,0,2,No,No,Yes,No,2,2,0,0,,0,0,27,No,,0,0,32,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,29.50,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,2,46%,2,16%,No,72%,No,Yes,No,,Recurring,40%,B2B,24%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1785115,A Boring Life,1/27/2020 4:06 PM,Republic,https://republic.co/a-boring-life,https://www.sec.gov/Archives/edgar/data/1785115/000178511520000001/xslC_X01/primary_doc.xml,01/24/2020,Boring Life Inc.,A Boring Life,,"Alcohol, Tobacco, & Recreational Drugs",Non-Tech,Early,Seed,RegCF,,SAFE,,,,"$3,500,000",20%,"$2,800,000",2800000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,Yes,,2E+11,#NAME?,10200000000,#NAME?,0.19,#NAME?,> 50,Low,Low,Similar to others,,,No,No,Yes,Yes,"$26,014",#NAME?,24926,339124,#NAME?,0.073501138,#NAME?,Pre-Profit,,Yes,0,2,Yes,Yes,No,No,1,2,3,0,,2,1,42,No,,2,1,46,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,2.00,,44.00,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.2,3.0,4.2,2.7,#NAME?,100%,2,46%,2,16%,Yes,28%,Yes,No,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1795289,CannTrade,1/28/2020 7:07 PM,Microventures,https://app.microventures.com/crowdfunding/canntrade,https://www.sec.gov/Archives/edgar/data/1795289/000179528920000003/xslC_X01/primary_doc.xml,03/11/2020,"Trimpakt, Inc.",CannTrade,,"Alcohol, Tobacco, & Recreational Drugs",CommerceTech,Early,Seed,RegCF,,SAFE,,,,"$6,000,000",20%,"$4,800,000",4800000,#NAME?,Transactional,B2B,Life Style,Yes,High,Low,No,,2E+11,#NAME?,2E+11,#NAME?,0.13,#NAME?,5-10,Low,Low,Similar to others,,,No,No,Yes,Yes,"$47,110",#NAME?,6968,292186,#NAME?,0.023847823,#NAME?,Pre-Profit,,Yes,0,4,Yes,No,No,No,5,4,0,0,,6,0,34,No,,0,0,39,Yes,,0,0,37,No,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,0.00,,36.67,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.1,1.0,2.1,1.1,#NAME?,100%,4,4%,4,12%,Yes,28%,No,No,No,,Transactional,60%,B2B,24%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1786858,The Fantasy Network,1/28/2020 7:12 PM,StartEngine,https://www.startengine.com/the-fantasy-network,https://www.sec.gov/Archives/edgar/data/1786858/000166516020000211/xslC_X01/primary_doc.xml,03/19/2020,The Fantasy Network Corporation,The Fantasy Network,,"Media, Entertainment, Sports, & Publishing",Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$8,300,000",,,,8300000,#NAME?,Recurring,B2B/B2C,Life Style,Yes,High,Low,No,,4.006E+11,#NAME?,4.006E+11,#NAME?,0.03,#NAME?,< 5,High,Low,Obviously better than others,,,No,No,Yes,Yes,"$70,607",#NAME?,3894,0,#NAME?,1,#NAME?,Pre-Profit,,Yes,0,1,Yes,No,No,No,4,1,14,0,,12,0,47,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,,0.00,,47.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.1,1.0,3.1,1.9,#NAME?,100%,1,46%,1,8%,Yes,28%,No,No,No,,Recurring,40%,B2B/B2C,28%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1707359,Neurohacker Collective,1/28/2020 7:21 PM,WeFunder,https://wefunder.com/neurohacker,https://www.sec.gov/Archives/edgar/data/1707359/000167025420000048/xslC_X01/primary_doc.xml,01/16/2020,"Neurohacker Collective, LLC",Neurohacker Collective,,"Healthcare, Fitness, Wellness, & Pharmaceuticals",Non-Tech,Growth,Series A,RegCF,,SAFE,,,,"$65,000,000",20%,"$52,000,000",52000000,#NAME?,Transactional,B2C,Life Style,Yes,Low,Low,No,,1.735E+12,#NAME?,1.735E+12,#NAME?,0.19,#NAME?,> 50,Low,Low,Similar to others,,,No,No,Yes,Yes,"$6,624,934",#NAME?,75739,4035000,#NAME?,0.018770508,#NAME?,Pre-Profit,,No,0,3,Yes,No,No,No,7,20,0,0,,6,0,42,No,,12,1,48,Yes,,3,0,37,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,1.00,,42.33,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.7,2.0,3.7,2.3,#NAME?,100%,3,4%,20,2%,Yes,28%,No,No,No,,Transactional,60%,B2C,41%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1798296,Aviana Holdings,1/28/2020 7:27 PM,Fundopolis,https://fundopolis.com/raisedetails?id=cbd77d5a-d358-47c1-ba0a-d9165d6cd793,https://www.sec.gov/Archives/edgar/data/1798296/000178043920000003/xslC_X01/primary_doc.xml,01/23/2020,Aviana Holdings Inc.,,,"Healthcare, Fitness, Wellness, & Pharmaceuticals",MedTech,Early,Series A,RegCF,,Equity - Common,,,"$18,350,000",,,,18350000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,,9956000000,#NAME?,9956000000,#NAME?,0.09,#NAME?,> 50,Low,Low,Obviously better than others,,,No,Yes,Yes,Yes,"$33,600",#NAME?,83134,5831485,#NAME?,0.01425606,#NAME?,Pre-Profit,,No,0,1,Yes,Yes,Yes,No,2,2,1,0,,12,0,74,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,,0.00,,74.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,2.1,1.0,3.1,1.9,#NAME?,100%,1,46%,2,16%,Yes,28%,Yes,Yes,No,,Transactional,60%,B2B/B2C,28%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1737259,Kansas City Breweries & Beverage Company,1/28/2020 7:31 PM,Fundopolis,https://fundopolis.com/raisedetails?id=9906f30b-dcb2-40ac-8596-68cb26e04b34,https://www.sec.gov/Archives/edgar/data/1737259/000178043920000001/xslC_X01/primary_doc.xml,01/21/2020,Kansas City Breweries Co LLC,Kansas City Breweries & Beverage Company,,"Alcohol, Tobacco, & Recreational Drugs",Non-Tech,Early,Seed,RegCF,RegD 506(C),Equity - Common,,,"$10,000,000",,,,10000000,#NAME?,Transactional,B2B,Life Style,Yes,Low,Low,No,,1.395E+11,#NAME?,1.395E+11,#NAME?,0.05,#NAME?,> 50,Low,Low,Similar to others,,,No,No,Yes,Yes,"$2,400",#NAME?,1173,86793,#NAME?,0.013514915,#NAME?,Pre-Profit,,Yes,0,1,No,Yes,No,No,0,1,0,0,,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,42.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,1,46%,1,8%,No,72%,Yes,No,No,,Transactional,60%,B2B,24%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1796532,Edison Golf Company,1/30/2020 12:13 PM,NextSeed,https://www.nextseed.com/offerings/edison-golf,https://www.sec.gov/Archives/edgar/data/1796532/000179653220000002/xslC_X01/primary_doc.xml,01/23/2020,Edison Golf Co.,,,Sporting Goods,Non-Tech,Early,Pre-Seed,RegCF,,SAFE,,,,"$2,100,000",20%,"$1,680,000",1680000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,,2400000000,#NAME?,175000000,#NAME?,0.06,#NAME?,40-50,Low,Low,Similar to others,,,No,Yes,No,No,$0,#NAME?,6414,68428,#NAME?,0.093733559,#NAME?,Pre-Revenue,,Yes,0,1,Yes,No,No,No,1,1,0,0,,25,0,68,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,,0.00,,68.00,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,3.4,1.0,4.4,2.9,#NAME?,100%,1,46%,1,8%,Yes,28%,No,No,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,23%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1794083,OuiPlease,1/31/2020 2:02 PM,StartEngine,https://www.startengine.com/ouipleasebox,https://www.sec.gov/Archives/edgar/data/1794083/000166516020000065/xslC_X01/primary_doc.xml,1/30/2020,"My French Connection, Inc.",QuiPlease,,Apparel & Fashion,Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$4,000,000",,,,4000000,#NAME?,Recurring,B2C,Life Style,Yes,Low,Low,No,,13500000000,#NAME?,13500000000,#NAME?,0.29,#NAME?,10-20,Low,Low,Similar to others,,,No,No,Yes,Yes,"$350,719",#NAME?,2687,481341,#NAME?,0.005582321,#NAME?,Pre-Profit,,Yes,0,1,Yes,Yes,No,No,3,4,0,0,,7,0,32,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,0.00,,32.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.7,1.0,2.7,1.5,#NAME?,100%,1,46%,4,12%,Yes,28%,Yes,No,No,,Recurring,40%,B2C,41%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1800216,Mammalz,1/31/2020 4:48 PM,WeFunder,https://wefunder.com/mammalz,https://www.sec.gov/Archives/edgar/data/1800216/000167025420000026/xslC_X01/primary_doc.xml,01/15/2020,"Mammalz, PBC",Mammalz,,Internet,Non-Tech,Early,Seed,RegCF,,Convertible Note,,,,"$5,000,000",20%,"$4,000,000",4000000,#NAME?,Recurring,B2B2C,Life Style,Yes,High,Low,Yes,,3.11E+11,#NAME?,3.11E+11,#NAME?,0.04,#NAME?,< 5,High,High,Obviously better than others,,,No,No,Yes,Yes,$337,#NAME?,15562,300000,#NAME?,0.051873333,#NAME?,Pre-Profit,,No,0,2,Yes,No,No,No,3,5,0,0,,14,0,42,No,,0,0,28,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,0.00,,35.00,#NAME?,,#NAME?,3.1,,,#NAME?,Convertible Note,13.3%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.7,1.0,2.7,1.5,#NAME?,100%,2,46%,5,13%,Yes,28%,No,No,No,,Recurring,40%,B2B2C,7%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Profit,51%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1797607,Proper Good,1/31/2020 4:53 PM,WeFunder,https://wefunder.com/eatpropergood,https://www.sec.gov/Archives/edgar/data/1797607/000167025420000046/xslC_X01/primary_doc.xml,01/17/2020,Proper Good Inc.,Proper Good,,"Food, Beverage, & Restaurants",Non-Tech,Early,Seed,RegCF,,SAFE,,,,"$5,500,000",0%,"$5,500,000",5500000,#NAME?,Transactional,B2C,Life Style,Yes,High,Low,No,,17080000000,#NAME?,17080000000,#NAME?,0.03,#NAME?,10-20,Low,Low,Similar to others,,,No,No,No,No,$0,#NAME?,0,160000,#NAME?,1,#NAME?,Pre-Revenue,,Yes,0,2,Yes,Yes,No,No,3,2,0,0,,7,1,29,Yes,,10,1,36,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.50,,2.00,,32.50,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.8,3.0,4.8,3.2,#NAME?,100%,2,46%,2,16%,Yes,28%,Yes,No,No,,Transactional,60%,B2C,41%,High,53%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1794960,Fashwire,2/3/2020 12:45 PM,Republic,https://republic.co/fashwire,https://www.sec.gov/Archives/edgar/data/1794960/000179496020000001/xslC_X01/primary_doc.xml,01/31/2020,Fashwire Inc.,Fashwire,,Apparel & Fashion,MarketplaceTech,Early,Series A,RegCF,,SAFE,,,,"$10,000,000",0%,"$10,000,000",10000000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,Yes,,6.963E+11,#NAME?,6.963E+11,#NAME?,0.12,#NAME?,5-10,Low,Low,Similar to others,,,No,No,No,No,$0,#NAME?,55308,2100000,#NAME?,0.026337143,#NAME?,Pre-Revenue,,Yes,0,1,No,Yes,No,No,2,6,7,0,,0,0,51,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,,51.00,#NAME?,,#NAME?,1.0,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.0,1.0,2.0,1.0,#NAME?,100%,1,46%,6,6%,No,72%,Yes,No,No,,Transactional,60%,B2B/B2C,28%,High,53%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1799973,Dispatch Goods,2/3/2020 12:48 PM,Republic,https://republic.co/dispatch-goods,https://www.sec.gov/Archives/edgar/data/1799973/000179997320000001/xslC_X01/primary_doc.xml,01/31/2020,"Dispatch Goods, Inc.",Dispatch Goods,,Package/Freight Delivery,Non-Tech,Early,Pre-Seed,RegCF,,SAFE,,,,"$4,000,000",20%,"$3,200,000",3200000,#NAME?,Recurring,B2B/B2C,Life Style,Yes,Low,Low,Yes,,1.2274E+11,#NAME?,23990000000,#NAME?,0.09,#NAME?,< 5,Low,Low,Similar to others,,,Yes,No,No,No,$0,#NAME?,5352,25032,#NAME?,0.213806328,#NAME?,Pre-Revenue,,Yes,1,2,Yes,Yes,No,No,3,2,0,0,,0,0,36,Yes,,3,0,29,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,0.00,,32.50,#NAME?,,#NAME?,3.1,,,#NAME?,SAFE,37.8%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.1,1.0,2.1,1.1,#NAME?,100%,2,46%,2,16%,Yes,28%,Yes,No,No,,Recurring,40%,B2B/B2C,28%,Low,47%,Low,41%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Revenue,20%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1683872,SONDORS Electric Car Company,2/3/2020 12:52 PM,StartEngine,https://www.startengine.com/sondors-electric-car-company,https://www.sec.gov/Archives/edgar/data/1683872/000166516020000186/xslC_X01/primary_doc.xml,02/28/2020,SONDORS Electric Car Company,,,Automotive,CleanTech,Early,Series A,RegCF,,Equity - Common,,,"$80,384,390",,,,80384390,#NAME?,Transactional,B2B/B2C,High Growth,Yes,Low,High,No,,1.778E+11,#NAME?,36820000000,#NAME?,0.24,#NAME?,30-40,Low,High,Obviously better than others,,,Yes,No,No,No,$0,#NAME?,28695,1410090,#NAME?,0.020349765,#NAME?,Pre-Product,,No,0,1,Yes,No,No,No,1,1,0,0,,3,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,0.00,,42.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Early,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,1.3,1.0,2.3,1.2,#NAME?,100%,1,46%,1,8%,Yes,28%,No,No,No,,Transactional,60%,B2B/B2C,28%,Low,47%,High,59%,,1.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Pre-Product,22%,,3.0,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1801449,SoKO,2/3/2020 12:55 PM,StartEngine,https://www.startengine.com/soko,https://www.sec.gov/Archives/edgar/data/1801449/000166516020000075/xslC_X01/primary_doc.xml,01/31/2020,"Soko Group, Inc.",SoKO,,"Alcohol, Tobacco, & Recreational Drugs",Non-Tech,Growth,Series A,RegCF,,Equity - Common,,,"$10,998,984",,,,10998984,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,,2E+11,#NAME?,3390000000,#NAME?,0.27,#NAME?,> 50,Low,Low,Similar to others,,,No,No,Yes,Yes,"$544,360",#NAME?,18798,203768,#NAME?,0.092251973,#NAME?,Profitable,,Yes,0,1,Yes,No,No,No,1,3,0,0,,3,0,39,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,0.00,,39.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.3,1.0,2.3,1.2,#NAME?,100%,1,46%,3,9%,Yes,28%,No,No,No,,Transactional,60%,B2B/B2C,28%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Profitable,7%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1801855,Franny's Manufacturing,2/3/2020 12:58 PM,StartEngine,https://www.startengine.com/frannys-manufacturing,https://www.sec.gov/Archives/edgar/data/1801855/000166516020000071/xslC_X01/primary_doc.xml,01/31/2020,Franny's Manufacturing Inc.,Franny's Manufacturing,,"Alcohol, Tobacco, & Recreational Drugs",Non-Tech,Growth,Seed,RegCF,,Equity - Common,,,"$3,000,000",,,,3000000,#NAME?,Transactional,B2C,Life Style,Yes,Low,Low,No,,2E+11,#NAME?,10200000000,#NAME?,0.19,#NAME?,> 50,Low,Low,Similar to others,,,No,No,Yes,Yes,"$93,578",#NAME?,991,18148,#NAME?,0.054606568,#NAME?,Profitable,,No,0,1,Yes,Yes,No,No,2,5,0,0,,8,0,50,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,,0.00,,50.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.8,1.0,2.8,1.6,#NAME?,100%,1,46%,5,13%,Yes,28%,Yes,No,No,,Transactional,60%,B2C,41%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Profitable,7%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1799227,Yae! Organics,2/3/2020 1:01 PM,StartEngine,https://www.startengine.com/yae-organics,https://www.sec.gov/Archives/edgar/data/1799227/000166516020000079/xslC_X01/primary_doc.xml,01/31/2020,Yae! Organics Inc.,Yae! Organics,,"Food, Beverage, & Restaurants",Non-Tech,Growth,Seed,RegCF,,Equity - Common,,,"$2,448,000",,,,2448000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,Low,Low,No,,3.194E+11,#NAME?,3.194E+11,#NAME?,0.08,#NAME?,> 50,Low,Low,Similar to others,,,No,No,Yes,Yes,"$128,989",#NAME?,3108,5000,#NAME?,0.6216,#NAME?,Profitable,,No,0,1,Yes,No,Yes,No,1,8,3,0,,3,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,0.00,,42.00,#NAME?,,#NAME?,,,,#NAME?,Equity - Common,32.2%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,No,,1.3,1.0,2.3,1.2,#NAME?,100%,1,46%,8,6%,Yes,28%,No,Yes,No,,Transactional,60%,B2B/B2C,28%,Low,47%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Profitable,7%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
,Dan,1801610,Pure Green Franchise,2/4/2020 1:26 PM,Republic,https://republic.co/puregreen,https://www.sec.gov/Archives/edgar/data/1801610/000180161020000002/xslC_X01/primary_doc.xml,02/04/2020,Pure Green Franchise Corp.,Pure Green Franchise,,"Food, Beverage, & Restaurants",Non-Tech,Growth,Series A,RegCF,,SAFE,,,,"$12,000,000",10%,"$10,800,000",10800000,#NAME?,Transactional,B2B/B2C,Life Style,Yes,High,Low,No,,10140000000,#NAME?,2600000000,#NAME?,0.02,#NAME?,> 50,Low,Low,Similar to others,,,Yes,No,Yes,Yes,"$2,692,030",#NAME?,2433,1796000,#NAME?,0.001354677,#NAME?,Profitable,,Yes,0,1,Yes,No,No,No,2,2,1,0,,12,0,40,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00,,0.00,,40.00,#NAME?,,#NAME?,2.1,,,#NAME?,SAFE,37.8%,Growth,,#NAME?,#NAME?,#NAME?,#NAME?,Yes,,2.1,1.0,3.1,1.9,#NAME?,100%,1,46%,2,16%,Yes,28%,No,No,No,,Transactional,60%,B2B/B2C,28%,High,53%,Low,41%,,5.0,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,Profitable,7%,,#NAME?,#NAME?,#NAME?,#NAME?,No,77%,0%,1%,0%,1%,,,#NAME?,#NAME?
